"","recipe_id","category","serving_size_quantity","preparation_time","baking_time","difficulty","type","cooking_skills","age_of_creator","co2emissions","nr_adopters","mean_rating","nr_comments","age_in_weeks"
"15529","iv27caeo-zhhcv-583094-0906a-hkoibc6a",NA,42,42,77,"easy","meat","chefcook",10,NA,NA,NA,6,2508
"15530","iv2e1m2u-up4qf-474181-nkhmg-5cei6c7y","Main dishes - vegetarian",NA,40,125,"advanced","vegan","chefcook",33,416.85,2,2.5,4,1966
"15531","iv3x55ha-wkllb-472459-n2q7f-808l24sl","Desserts & sweets",10,88,101,"easy",NA,"amateurchef",28,488.71,2,2,5,289
"15532","iv4euis3-5qwzj-682130-d315p-q1ve8jv8",NA,41,NA,103,NA,"vegetarian","beginner",54,212.14,4,2.5,8,424
"15533","iv77s1yj-6h470-597103-sd3b0-tptxbq12","Main dishes - fish",7,51,55,"advanced",NA,"advanced",50,478.46,4,2.25,6,179
"15534","iv7jllex-q1vph-821507-su3x1-ytxkvzgg","Sauces, dips & spreads",NA,73,137,"advanced","vegetarian","chefcook",7,548.23,2,3.5,4,2387
"15535","iv7lzpur-tb4ju-062701-fdtbb-y1k69si8","Soups",28,11,54,"easy","vegan","chefcook",26,989.79,3,3.33333333333333,6,2264
"15536","iv8txfcw-36g26-727669-jnkeb-i5sg96s5",NA,7,39,110,"easy",NA,"advanced",7,232.1,1,2,6,497
"15537","ivaad2iy-4nfnf-598855-aw2hd-jc8dsewb","Main dishes - meat",27,NA,93,"advanced",NA,NA,24,386.84,NA,NA,4,1048
"15538","ivbai3am-tbo5d-603329-tc9i1-52v0ay9z","Soups",46,45,109,"easy","vegetarian","beginner",54,873.91,1,2,5,381
"15539","ivgrrzko-jrlwo-724631-g82ls-4491681t","Starters",NA,83,23,"medium","fish","chefcook",16,330.05,2,3,5,1242
"15540","ividngj7-0wnnq-774657-wbq4v-sl3lkaqc",NA,30,NA,83,"medium",NA,"amateurchef",53,NA,1,1,8,2333
"15541","ivkjpe5r-6alk1-715054-pbk0c-mgjilyb1","Basics",41,94,NA,"advanced","vegan","advanced",30,70.28,NA,NA,5,518
"15542","ivkufklp-1c2wz-155039-1beug-03mt8fqr","Drinks",20,NA,44,"medium","vegan","amateurchef",1,975.73,2,3.5,2,717
"15543","ivmw89ty-0o6yl-359800-ds0u5-0ckaqbms",NA,2,102,83,"advanced","meat","amateurchef",64,689.89,2,4.5,7,1079
"15544","ivndt9c3-ab83z-502046-656bk-x2klt3ek","Pasta & rice dishes",26,NA,147,"advanced","meat","advanced",50,NA,1,3,5,616
"15545","ivnr0aw1-vu2ec-568700-5tp0m-ed38mppe",NA,10,82,102,"advanced","fish","amateurchef",11,293.05,NA,NA,3,2393
"15546","ivo3mqsv-vajac-197728-crqcd-omb3fe8q","Sauces, dips & spreads",34,1,35,"advanced",NA,NA,48,NA,2,3,6,2049
"15547","ivoa02ae-s0tk9-412032-e984q-ktoe3h71","Baking - sweet",25,80,95,NA,"meat","chefcook",-29,340.53,2,4.5,3,2577
"15548","ivojw5im-5gk43-032095-tkk2w-67t62slg","Drinks",12,35,145,"easy","fish","chefcook",69,495.48,1,3,5,1661
"15549","ivp3ebuk-eaw29-650992-ghff5-iqwb1kwf","Baby food",39,141,11,"advanced","vegetarian",NA,24,563.69,2,1.5,3,2240
"15550","ivq6u5cs-ne912-037700-b9st6-b8b65rre","Main dishes - meat",20,112,74,"easy","meat","amateurchef",44,13.08,2,2,6,634
"15551","ivqgf165-fs300-666936-xxos0-mpdz3cal","Pasta & rice dishes",26,13,76,NA,NA,"beginner",50,200.88,2,2,2,573
"15552","ivtbpiri-d8fjw-614490-f682d-b4hz2n12","Baking - sweet",43,27,143,"easy","vegetarian","advanced",-16,71.26,2,1,5,644
"15553","ivucoqng-dayef-654053-jilpz-j0bw3o0b","Soups",9,33,132,"advanced","meat",NA,36,432.65,NA,NA,4,2284
"15554","ivufszj0-4ul7g-342586-zqzbr-9iibkkct","Baby food",NA,144,31,"advanced","vegetarian",NA,49,412.29,2,2.5,4,582
"15555","ivxd9kuw-zm7br-454049-o9c6k-s3nuvsq9","Soups",40,141,97,"advanced","vegetarian","advanced",-25,NA,NA,NA,2,922
"15556","ivxpezqb-fnpzi-161193-jimn2-5mk52zyj","Baking - sweet",36,94,85,"advanced",NA,NA,-18,677.36,5,4,5,295
"15557","ivyqdbcq-8tfj0-853177-20gz6-lq4b9bx4","Main dishes - others",33,85,115,"easy",NA,NA,58,NA,1,3,5,733
"15558","ivyzffxv-lah1s-657485-5yl2m-hdc94ly7","Desserts & sweets",27,NA,42,"easy","vegan","advanced",32,680.25,2,3.5,5,2312
"15559","iw02dljk-ry5d3-673915-lwuiu-tsa1ir4f","Desserts & sweets",31,131,NA,"advanced","fish","chefcook",69,468.28,NA,NA,4,14
"15560","iw0qp9rh-yiokj-323539-2ymyp-p5t422bi","Side dishes",11,109,15,"medium",NA,"chefcook",17,287.31,NA,NA,5,52
"15561","iw0wuwnf-6o9pm-814940-3ha4w-efw2teux","Pasta & rice dishes",6,NA,114,"medium","fish","amateurchef",8,117.26,NA,NA,NA,1511
"15562","iw1nbi41-4q2lf-216401-5002e-gtvl7su0","Main dishes - vegetarian",2,NA,98,"easy","vegetarian","beginner",74,488.64,2,4.5,7,414
"15563","iw2v7pe6-wncv4-097754-yhrsu-5uif2k8c",NA,26,69,107,"medium","fish","beginner",29,960.23,1,4,5,294
"15564","iw3fz3i5-3d42q-061096-ay24l-6hko2kol","Desserts & sweets",5,47,32,NA,"vegetarian","chefcook",69,158.66,1,5,4,2059
"15565","iw4f3nz8-uroiy-591607-pkfdx-imkexgru","Main dishes - vegetarian",36,NA,76,"advanced","vegetarian","amateurchef",25,854.83,3,4.33333333333333,9,65
"15566","iw5l6ow2-vzehy-394675-coyjp-udxrx38y","Soups",1,8,108,"advanced","meat","amateurchef",64,106.95,3,4.66666666666667,5,1773
"15567","iw6o7btx-ng83w-246223-guf28-bu1ydlsp","Drinks",30,76,NA,"easy","vegan","chefcook",4,NA,NA,NA,4,1337
"15568","iwd7qtyj-repqf-745516-j7dnb-6n9tzqw7","Starters",NA,44,NA,"advanced","fish",NA,15,214.64,1,2,5,1608
"15569","iwd8s46v-k07dz-884378-0593t-nyjoya8a","Desserts & sweets",NA,110,61,"medium","vegetarian","beginner",21,475.16,2,3.5,NA,2041
"15570","iwdbjw1p-mvd3p-826641-jbaud-0lhag39b","Desserts & sweets",5,48,77,"easy","vegan",NA,24,453.01,NA,NA,4,821
"15571","iwdvw41n-p04dr-042989-y7ijb-aznq3nt0",NA,45,17,NA,NA,"vegetarian","chefcook",4,NA,1,5,3,1207
"15572","iwffsk7q-9shvo-655986-rdbij-5snjfm8m","Main dishes - vegetarian",42,81,50,"easy","vegetarian",NA,21,562.37,3,3.66666666666667,3,116
"15573","iwg5dab7-x7y14-143403-n7wrr-outdrzpx","Baby food",43,91,48,NA,"vegan","advanced",57,211.37,1,5,6,103
"15574","iwhsy1qp-v8cn1-335222-rxfrj-iwnu0om9","Sauces, dips & spreads",30,130,64,"advanced","meat","advanced",61,386.43,3,2.33333333333333,4,1465
"15575","iwj73tdp-zqaok-609147-m1qfh-0doh6j1s",NA,4,138,54,"advanced","vegan","beginner",64,483.55,2,4,5,384
"15576","iwjvsxkd-oe4ta-362389-vyewj-vzlyg2aa","Main dishes - vegetarian",15,48,72,"advanced","vegan","beginner",22,722.51,NA,NA,5,1083
"15577","iwk3zzgp-b83dd-987623-muq1x-4x0t0c49","Main dishes - others",43,NA,82,"advanced","vegetarian","amateurchef",-14,540.81,NA,NA,6,984
"15578","iwk8oemu-h0jap-404352-l2g13-uh1b7jkj","Side dishes",44,57,13,"medium","meat","advanced",50,396.21,NA,NA,1,2556
"15579","iwky0tgd-1ej86-966141-9x47r-v5687h6k","Soups",39,92,48,"advanced","fish",NA,58,219.97,1,2,4,2522
"15580","iwl4iqu9-41b9o-039553-9hx3r-4ih9gp6a",NA,39,100,128,"easy",NA,"amateurchef",12,106.89,2,2.5,6,1487
"15581","iwnreav6-qiryj-372550-g9z7g-goubl64q","Side dishes",NA,133,114,"advanced","fish","chefcook",30,761.58,2,3.5,7,1407
"15582","iwq4loml-plu7g-155464-333x2-9ibr4r6l","Pasta & rice dishes",22,64,122,"easy","fish","advanced",50,552.52,1,2,4,2567
"15583","iwqh4zf3-876hr-421985-xpdxn-ktzikboy","Main dishes - fish",29,143,34,"advanced","fish","advanced",70,949.5,1,2,8,34
"15584","iwqz4zr0-yoo4w-929508-e2mg9-ca1o369f","Soups",28,23,150,NA,"vegetarian","advanced",68,759.18,2,2.5,3,1370
"15585","iwvtxwsv-2a2g0-435218-6fq5e-s31jj3zm","Baking - sweet",NA,72,NA,"easy","vegan","amateurchef",62,534.81,2,3.5,2,411
"15586","iwwvesqh-wrnhk-690348-s9viz-jcrrdpyb",NA,48,43,NA,"advanced","vegan","chefcook",-29,468.24,1,3,4,195
"15587","iwxxaf58-4gmc1-904095-pjvt3-jguow0v5","Basics",27,43,88,"easy","vegan","beginner",75,325.76,NA,NA,1,1833
"15588","iwyak5h2-lrx80-286224-3qvw9-xrvsjto6","Sauces, dips & spreads",5,2,105,"medium","vegan","beginner",-23,NA,NA,NA,5,25
"15589","ix0mywgh-llfdy-590280-wxg0f-3hyan9iv","Main dishes - vegetarian",40,63,53,"easy","vegan","advanced",20,35.63,NA,NA,5,1756
"15590","ix19016b-29iyw-336226-01if4-c16ex05m","Baking - sweet",50,147,141,NA,"vegetarian",NA,24,30.12,2,3,2,449
"15591","ix4crwh5-03eod-180361-t5tos-dojf3obs","Pasta & rice dishes",32,15,88,"easy","meat",NA,59,786.33,2,4,11,2360
"15592","ix4ybw1h-i2a8r-962983-0cqr4-3q8txx0y","Starters",NA,24,NA,"medium","meat","amateurchef",36,469.79,NA,NA,1,1228
"15593","ix7pbt8a-0gafr-873014-ume3r-woshy334","Side dishes",41,35,121,"advanced","vegetarian",NA,76,320.67,3,3.66666666666667,12,894
"15594","ix7zuzap-bcugm-060821-bzyhc-iz0akdiy",NA,4,71,9,"medium","meat","advanced",47,NA,2,2.5,7,1864
"15595","ix8o7c2a-g9smk-788948-jq8gp-gvrdysvr","Basics",9,25,106,"medium","vegetarian","amateurchef",-10,418.84,NA,NA,6,1905
"15596","ix9vngie-t6koz-743318-j3o5h-v7dh4jww","Basics",19,124,73,"advanced","fish","chefcook",6,NA,1,4,9,761
"15597","ixcvzo6k-7a5uf-621170-85hrk-5l95cnxe","Baking - sweet",34,33,40,"medium","fish",NA,24,259.24,2,2,6,644
"15598","ixev8k60-yd1j6-659293-vmoiv-jjs0c8cj","Soups",2,148,86,"advanced","vegan",NA,60,44.76,1,1,6,1421
"15599","ixez136v-bsbaj-810141-v7vxk-ivbizewb","Pasta & rice dishes",42,NA,129,"medium","vegan",NA,-5,719.4,3,2.66666666666667,10,1381
"15600","ixft6d2q-u2tdm-746646-jrmdf-napikhqu","Main dishes - vegetarian",34,141,47,"advanced","meat","advanced",-17,35.63,5,3.4,4,1045
"15601","ixfvxkzl-44qhm-366647-k8nz0-07jvjkgq","Baking - savoury",47,75,20,NA,NA,"beginner",58,579.3,1,5,5,1664
"15602","ixiavhe9-fc0nd-629099-k3fo0-agbhl9bj","Breads & rolls",4,54,145,"advanced","fish",NA,13,253.8,1,4,1,40
"15603","ixogs9v3-xh3a1-439736-w7eaj-hhjp8rpw","Main dishes - others",6,NA,90,"medium","fish","advanced",73,463.19,3,2.33333333333333,7,1898
"15604","ixpftm2i-vkm3c-495058-k811j-4ae5pklr","Main dishes - vegetarian",29,NA,150,"easy","fish","beginner",68,456.81,3,3,7,2349
"15605","ixrqocuv-cm5g8-180963-79vte-9y4wbq36",NA,14,NA,41,"medium","vegan","beginner",19,NA,3,3.33333333333333,4,328
"15606","ixt68edu-b2lu8-876643-njpv6-gjz0i27y",NA,NA,131,22,"easy","vegetarian","advanced",58,39.48,3,1.66666666666667,4,1609
"15607","ixte8hnp-ckzcz-815160-zvvnb-1b3mftpv","Main dishes - meat",24,30,58,NA,"fish","amateurchef",42,463.38,2,2,7,1430
"15608","ixvg88nv-zj57i-066874-eybqi-yv0jp2zt","Main dishes - meat",38,89,108,"medium","meat","amateurchef",-7,NA,2,4,2,449
"15609","ixxektjz-tnfgv-712515-sj9xe-n0951duv","Basics",34,72,132,"medium","fish","advanced",63,1181.19,2,1,5,2393
"15610","ixyc3rua-vikmg-149921-wjnxb-v6zv9q9v","Sauces, dips & spreads",NA,42,91,"easy","fish","chefcook",71,1063.94,NA,NA,2,2469
"15611","ixyehbnl-s4t61-190699-58dve-4w2di6ny",NA,10,57,77,"medium","meat","beginner",61,564.76,NA,NA,2,93
"15612","iy08jfj0-mvuho-899395-xk5ds-sjygq7pj","Sauces, dips & spreads",34,49,33,"easy","fish",NA,25,26.4,6,2.33333333333333,5,2237
"15613","iy2g5y51-6s09a-257825-vybz2-mq0bvva7","Baking - sweet",4,76,47,"medium","vegan",NA,58,NA,3,2.33333333333333,8,1393
"15614","iy3f60eh-v608f-382132-1bbo8-qksyi03k","Side dishes",21,72,3,"easy","meat",NA,80,47.52,4,2.25,5,1822
"15615","iy3lvaio-ygq7r-575909-10806-i34hez72",NA,10,3,9,"easy","meat",NA,70,550.14,NA,NA,6,509
"15616","iy4asgq1-2u3j7-221129-jkhbo-1y7hh3a1","Soups",46,21,NA,NA,"meat","beginner",5,886.19,1,2,3,2100
"15617","iy4i4eul-9bbgr-310794-edkol-ayxkil7e","Desserts & sweets",26,2,15,"advanced","vegan","amateurchef",14,726.53,NA,NA,5,2577
"15618","iy5s60ak-p3z97-325575-x38i7-4t4iqpm8","Breads & rolls",23,82,NA,"medium","meat","chefcook",63,44.64,NA,NA,2,247
"15619","iy6mlz4d-zoy1b-943690-31cnl-rwlde6se","Baking - savoury",1,57,4,"advanced",NA,"chefcook",69,256.52,4,3.25,6,1819
"15620","iy7vu2ie-ho6ac-361645-abknz-0oq7fwff",NA,8,107,NA,"advanced","vegan","beginner",41,29.04,2,3.5,7,317
"15621","iy9il57e-hvd76-305892-rg9e3-h5v05om4","Main dishes - fish",20,60,107,"advanced","vegetarian","chefcook",35,755.67,1,1,3,1773
"15622","iych5wou-ft8k2-072213-wysnx-pqa6wf0t","Desserts & sweets",29,30,NA,"easy","meat","advanced",-15,120.41,3,2.66666666666667,2,1325
"15623","iycyln8y-2rcpo-437364-umpht-hcdz98of","Desserts & sweets",48,59,NA,"easy","vegetarian","beginner",48,136.42,NA,NA,4,734
"15624","iydyqng3-g1rgh-563286-phdb2-b607xw1f","Pasta & rice dishes",34,54,55,NA,NA,"advanced",62,55.99,5,4,4,278
"15625","iyfh8bdz-rmz6t-535049-nttnc-dyekg5xa","Baking - savoury",45,51,16,"advanced","fish","beginner",84,38.16,1,4,1,2290
"15626","iygiht4f-unyat-519712-fcy6t-21x0fvmq","Sauces, dips & spreads",27,146,22,NA,NA,"chefcook",44,494.7,3,3.66666666666667,4,1014
"15627","iyjv9nv6-dulmu-478396-cl2rj-71fvsj8l","Side dishes",36,10,56,"medium","fish","amateurchef",1,647.75,3,4,6,1008
"15628","iyjvnjm8-t2xrj-450415-hlwgz-jwm7i99i","Main dishes - vegetarian",19,16,24,NA,"vegan","beginner",11,831.26,NA,NA,7,1477
"15629","iypusd15-uge3n-987459-p7tmd-oszvubrn","Baking - sweet",1,64,NA,"easy","vegetarian","beginner",54,837.39,1,4,2,1686
"15630","iyqbj98z-wttss-384523-hj7ek-gpcdc75z","Sauces, dips & spreads",44,3,122,"easy","vegan",NA,6,616.82,1,3,8,2074
"15631","iys2zah3-ey0o1-769480-l8uio-g015yg3l","Baking - sweet",3,104,78,"advanced","fish","chefcook",25,11.4,1,1,3,550
"15632","iysx3mqj-ly6gn-267287-pezbd-6h5gdinh","Pasta & rice dishes",19,NA,12,"advanced","vegetarian","beginner",-1,666.81,1,3,6,304
"15633","iyugxvp2-4v92g-812179-dwnu3-bzqsymir","Drinks",49,19,76,"advanced","fish","amateurchef",11,NA,2,3.5,6,1447
"15634","iyv4719h-z9w9o-645313-2z51w-0evb2jf7","Baking - savoury",25,132,109,NA,"fish",NA,-23,29.88,1,5,6,955
"15635","iywaeyys-dblbc-519535-wbgbh-bb4t299r","Main dishes - meat",33,42,59,"medium","meat","beginner",54,355.36,1,5,7,1364
"15636","iyxswtky-d9wrt-798993-vx1dp-mqh9n0vn","Main dishes - vegetarian",21,110,29,"medium","meat","amateurchef",74,107.31,NA,NA,8,2435
"15637","iyzk2ye8-gmr44-115249-ud0ph-eea6jpsk","Main dishes - others",35,35,26,"advanced","meat","advanced",23,330.84,1,1,5,565
"15638","iz07y1yl-94biu-749544-0q63r-pv7fwcdp","Main dishes - others",33,70,12,"easy",NA,"chefcook",69,NA,2,4.5,10,822
"15639","iz2djx8i-dzfnx-438700-h8tyn-b3ps9hlc","Baking - sweet",32,10,NA,"advanced","vegan","beginner",64,579.86,3,2.66666666666667,7,1270
"15640","iz4o5lyn-93ixo-486253-79t8t-x6tgnf4u","Main dishes - others",50,55,111,"easy","meat","amateurchef",36,551.18,1,1,4,2283
"15641","iz5cmwms-72u8h-036140-rcm9c-oxk6tf1g","Baking - savoury",34,139,NA,"medium","fish","amateurchef",34,163.85,1,4,6,2137
"15642","izab1kfm-kbjez-636840-ua2rh-wk4kcj3e",NA,31,111,106,"easy",NA,"amateurchef",77,18.62,NA,NA,3,693
"15643","izbjsv1a-vbl86-704077-4a8ol-njm2lmb0",NA,40,NA,NA,"easy","vegetarian","chefcook",37,600.27,2,2.5,6,2165
"15644","izdtrzof-o48mj-209203-fwo1f-s8vtnh7l","Pasta & rice dishes",50,97,122,NA,"meat",NA,49,198.86,2,3,2,794
"15645","ize2k83l-ueccv-262832-s4bs1-ff6ny99z","Basics",49,150,137,NA,"fish","amateurchef",71,145.32,2,3.5,4,225
"15646","izel2ml7-jv80d-311699-praq8-3ufugkxp","Sauces, dips & spreads",26,76,87,NA,"fish","amateurchef",89,405.89,NA,NA,2,59
"15647","izf971td-uclru-443360-i4ags-fawvhi1p","Soups",3,138,144,"medium","meat","amateurchef",96,162.6,1,1,3,1127
"15648","izfefir0-cvgfs-474794-unjjt-v04fepuy","Baking - sweet",NA,66,66,"easy",NA,"amateurchef",59,803.66,1,1,1,1500
"15649","izgxzt6b-1r1b3-191238-6yssx-7w0i8dc5","Desserts & sweets",7,144,131,"easy","fish","advanced",50,36.96,2,3,NA,1454
"15650","izhs0313-ziylj-112803-phlq1-8re4shp5","Main dishes - meat",NA,46,NA,"advanced","fish","beginner",40,NA,1,3,11,394
"15651","izmny81g-0a5ud-443246-lgu79-ipv1i4jn",NA,37,123,122,NA,"meat","beginner",54,926.36,2,1.5,9,1940
"15652","izpa19lh-d9e4x-310587-7pybr-gh56yz9z","Desserts & sweets",29,67,93,"medium","vegan","beginner",-8,368.11,1,4,8,2056
"15653","izpbmb0q-9jost-800909-kjz8x-38tfa469","Breads & rolls",30,27,126,"medium",NA,"amateurchef",55,52.44,NA,NA,6,360
"15654","izpqgdh5-09jx9-714421-zi4ez-rjhkhmue","Starters",8,14,44,"medium","fish","beginner",74,23.28,NA,NA,3,857
"15655","izq0y3dn-fjea5-521909-khr73-xv9naesf","Drinks",19,NA,117,"easy","vegan","beginner",18,NA,3,1.33333333333333,6,1876
"15656","izr0b7nz-ejwbj-897066-trgze-8jl7jenl","Pasta & rice dishes",3,22,85,"advanced","fish","advanced",31,NA,2,3,4,2479
"15657","izs01vml-gufmi-479481-eka0g-ongesjny","Baby food",20,72,84,"medium",NA,"chefcook",63,386.8,NA,NA,3,1439
"15658","iztakz2t-bg35g-789606-fjnpu-wxwyheqs","Baby food",11,104,67,"medium","meat",NA,13,487.89,2,2.5,4,1188
"15659","izyusnuh-qle1z-771825-wnr1v-fpqy3tv6","Pasta & rice dishes",22,63,74,"easy","fish",NA,56,661.1,2,1,1,160
"15660","izzfj79o-yzkzw-100266-nloq8-tp6k4ny9","Desserts & sweets",12,128,48,"easy","meat","amateurchef",36,406.47,3,3.33333333333333,9,2115
"15661","j019pgxq-ui8ls-977534-s3b36-8dmme9ie","Starters",7,71,15,NA,NA,"amateurchef",59,NA,NA,NA,4,1037
"15662","j03mrrsx-v28fw-049220-kako8-o1zi9hge","Basics",2,48,101,"easy","vegan","beginner",21,191.07,3,3,6,1279
"15663","j03ouk5u-1qbr3-502312-biwz4-l6hp99hr","Sauces, dips & spreads",NA,79,123,"medium","vegan",NA,69,371.57,4,2.5,2,29
"15664","j04346qr-1wzkm-808674-6c0w1-0csiv5e1","Main dishes - meat",NA,86,46,"medium","meat","amateurchef",-1,NA,1,3,1,1122
"15665","j04m2ir5-42aug-428457-kred0-wzvsn9l9","Soups",8,NA,65,"medium",NA,"beginner",40,NA,4,4.5,2,1326
"15666","j09yjbpd-fa871-611270-jbafq-ebucp5qo","Soups",24,NA,NA,"advanced","vegan","amateurchef",79,585.12,3,3.66666666666667,6,169
"15667","j0abr9lj-ro3ng-295606-dk6t9-dx1g6ve4",NA,48,17,30,"easy","vegan","advanced",48,NA,NA,NA,2,1299
"15668","j0ccat1x-89nkg-945691-uh158-xdordzyb","Main dishes - vegetarian",4,40,104,NA,"vegetarian","amateurchef",23,382.15,2,1,3,1147
"15669","j0fypq00-2coio-474382-e0otc-fiaqq3ge","Main dishes - vegetarian",31,5,NA,"advanced","vegetarian","advanced",-15,718.25,2,2.5,6,2018
"15670","j0l28mwv-u47jw-146964-ug158-7w9pd1s4","Desserts & sweets",38,94,134,"advanced",NA,"chefcook",51,726.81,NA,NA,2,2059
"15671","j0ogkht5-hrhxk-248512-bsoif-qxn0htp0","Baking - sweet",NA,77,40,NA,"vegan","chefcook",63,450.68,1,2,3,64
"15672","j0pa4mzy-vutbs-565658-a3sjx-xqr09q5u","Baking - savoury",4,71,74,"easy","meat","amateurchef",11,NA,3,2.66666666666667,4,1051
"15673","j0ss2foi-rw43k-915839-trc78-1gwhmfwp","Desserts & sweets",1,59,103,"easy","meat","amateurchef",44,41.52,1,5,6,616
"15674","j0sxyhut-az0fu-544292-0k4pw-38o2rw9i","Desserts & sweets",18,15,NA,"advanced","meat","chefcook",10,754.92,1,3,5,1750
"15675","j0tapp9q-63mxl-564612-9keq3-8tltydwf","Desserts & sweets",32,117,92,"advanced","vegetarian","chefcook",-12,687.98,1,2,3,1207
"15676","j0xh0kqc-vk9ly-010394-zldbi-5qlb6c42","Pasta & rice dishes",26,NA,82,"medium",NA,NA,35,219.53,1,1,6,1067
"15677","j0y3yi4s-my857-415631-di8sz-quh2j875",NA,13,45,132,"advanced","meat","advanced",63,473.02,NA,NA,5,325
"15678","j0yb9kf8-fe1vt-873684-a8n8n-e2zasxhe","Baking - sweet",39,15,88,"easy","vegetarian","amateurchef",1,491.46,1,5,5,840
"15679","j13i85tz-wwc39-548161-qr6id-an33hiit","Main dishes - others",26,145,100,"advanced","meat","chefcook",64,178.15,3,2.66666666666667,9,1192
"15680","j14xzijv-b4xki-557047-ovz62-ig34itx2","Baking - sweet",34,87,NA,"medium","vegan","beginner",49,70.36,NA,NA,1,1567
"15681","j14y5rk9-bu3ir-109735-s4q46-d96y5tkv","Baby food",43,NA,89,"advanced","vegetarian","chefcook",43,100.74,3,3.33333333333333,2,2447
"15682","j17ym28e-dawoj-060922-7xivx-nloe3rfj","Main dishes - others",46,145,93,NA,"fish","chefcook",74,217.06,3,3.66666666666667,8,861
"15683","j18hf6gn-a2r4j-200043-t1boh-w6ck2b9d","Drinks",41,129,31,"medium","fish","beginner",46,NA,NA,NA,8,1309
"15684","j18o6oig-b8g7a-778153-p3oqc-vmhzkliu","Drinks",44,117,NA,"advanced","vegan","beginner",-4,592.46,3,4.66666666666667,3,768
"15685","j18u1rj3-9cvq8-205000-fsqmw-4mp0ilkd","Sauces, dips & spreads",40,132,12,"easy","vegetarian",NA,60,582.44,1,3,3,2266
"15686","j1h22nm1-5v15u-800378-5g6bw-zsc94s1v","Baking - sweet",10,13,59,NA,"vegetarian","chefcook",-19,731.82,2,3.5,6,811
"15687","j1k80w6s-7l0ab-437565-13a90-b5tutmgw","Pasta & rice dishes",1,101,124,"medium","fish","amateurchef",11,438.96,1,1,3,1454
"15688","j1kg24be-63865-610236-rlixn-m7f96tqo","Starters",24,100,70,NA,"vegan","beginner",62,361.39,1,5,2,2542
"15689","j1lz9tmu-f289q-878246-wahw4-4ljvznth","Baking - sweet",43,138,92,"medium","fish","chefcook",10,245.56,2,4,12,285
"15690","j1mfdxez-sfahj-805861-wul44-7w11loq1","Breads & rolls",37,64,8,"advanced","vegan",NA,24,473.66,NA,NA,7,1540
"15691","j1ond6bs-pp8jn-941191-f9huw-yrkhrde6","Main dishes - others",21,2,37,"easy","vegan","amateurchef",40,37.8,2,3,7,971
"15692","j1qedwzm-y0ngo-136167-xswyg-py4ggfb1","Desserts & sweets",11,NA,32,"medium","vegan",NA,60,288.74,4,2.5,4,2301
"15693","j1r9uesi-vg5m7-009345-7oud5-40ji769j","Sauces, dips & spreads",16,24,NA,"easy",NA,NA,40,875.78,2,4.5,3,1452
"15694","j1s4j9qx-qnx55-107668-qrrg6-6yuk6y5n","Main dishes - fish",47,38,67,"medium","vegetarian","advanced",73,267.8,2,4.5,6,728
"15695","j1skv4aq-k8xgc-692997-pee0u-9zhmszk4",NA,20,NA,12,"medium",NA,"chefcook",39,787.78,1,4,4,2307
"15696","j1t98f4z-h6jav-693559-8rkzn-kypumrys","Soups",1,121,NA,"easy","vegetarian","advanced",25,26.52,1,2,3,1828
"15697","j1tawf03-odbmh-350996-v15dc-7z00dcn6","Desserts & sweets",NA,91,95,NA,NA,"beginner",55,580.16,1,2,6,2317
"15698","j1tozio2-r4g2x-992094-zxd7p-0n3jy3fz","Baking - sweet",43,130,NA,NA,"meat","chefcook",15,138.16,1,5,7,2153
"15699","j1ty2icc-f7yhs-361238-sb63i-scbo96wl","Main dishes - fish",NA,NA,127,"medium","meat","chefcook",69,382.8,2,3.5,3,584
"15700","j1uh7cnu-1ksax-206808-4kx18-pf54x6bs","Drinks",2,23,53,NA,"meat","amateurchef",12,493.64,2,4,5,2321
"15701","j1w2lyh7-gyriw-712466-73t4h-9xet90yl","Baby food",40,3,NA,NA,"vegetarian","amateurchef",96,729.98,2,3.5,4,10
"15702","j1w8eejt-1w6tj-897592-u82uq-r94c50ip","Main dishes - vegetarian",NA,80,106,NA,"vegetarian","advanced",57,65.18,1,5,2,798
"15703","j1xxoc5w-kxkef-578395-pxhzj-u1sg8tyy","Soups",7,NA,93,"advanced","vegetarian","amateurchef",44,442.51,4,2.75,6,140
"15704","j1zc5oud-lcqpc-473383-1olzc-j59a1bvp","Drinks",12,16,108,"medium","vegetarian","advanced",-1,648.15,NA,NA,3,2102
"15705","j20kh8cy-bhecb-583300-ytsda-6z0329vx","Side dishes",36,127,71,"medium","meat","chefcook",59,NA,4,4,5,484
"15706","j20m78cd-a3nvy-301680-flsos-znxq4dcj","Basics",36,95,55,"medium","vegan","advanced",87,346.4,2,1.5,9,827
"15707","j22h5e12-8ckuk-152551-u4rbj-h7bvu0ry","Baking - savoury",NA,66,35,NA,NA,NA,80,132.28,1,1,2,894
"15708","j23l0rfr-gjto5-226683-xilax-0acmf4p5",NA,37,7,123,"easy","fish","chefcook",7,NA,3,4.33333333333333,7,200
"15709","j260kgv4-l37sn-947242-bio3w-gfrd2khm",NA,24,78,104,"easy","vegetarian","amateurchef",47,461.64,1,5,3,2167
"15710","j28lmsjf-wymcg-498383-brcmv-79kqfcp7","Drinks",25,127,27,"easy","vegan",NA,60,NA,2,1.5,6,1555
"15711","j2e00sf7-axskj-926055-jspr7-0tvsg041","Soups",16,125,61,"advanced","meat",NA,80,39.48,3,4.33333333333333,5,2394
